Business Name,City,State,ZIP,ZIP 4,Key Executive,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,County Name,County Population,Metro Area,Latitude,Longitude,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,NAICS,NAICS Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Business Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,Franchise Type
Super Target,Spring Hill,TN,37174,2776,,,177,"345,000","$28,266,351 ",Maury,"25,000 to 49,999",Nashville-Davidson--Murfreesbo,35.741676,-86.9374717,Department Stores,Branch,,No,5311001,Department Stores,452210,Department Stores,No,100 to 499,Public,No,"50,000 or more",www.target.com,No,,100,28266351,28266351,28266351,0,0,177,177,177,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Winter Springs,FL,32708,2715,Manager,Male,151,"190,000","$28,220,918 ",Seminole,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.699095,-81.264381,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28220918,28220918,28220918,0,0,151,151,151,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Clermont,FL,34714,7016,Manager,Male,151,"190,000","$28,220,918 ",Lake,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.3482474,-81.666056,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,28220918,28220918,28220918,0,0,151,151,151,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Winter Springs,FL,32708,5013,Manager,Female,151,"190,000","$28,220,918 ",Seminole,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.646338,-81.270069,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28220918,28220918,28220918,0,0,151,151,151,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32837,6103,Manager,Male,151,"190,000","$28,220,918 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.361879,-81.4241878,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28220918,28220918,28220918,0,0,151,151,151,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Saint Cloud,FL,34769,6724,Manager,Unknown,151,"190,000","$28,220,918 ",Osceola,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.251663,-81.31663,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28220918,28220918,28220918,0,0,151,151,151,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32832,6904,Office Manager,Male,151,"190,000","$28,220,918 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.4131169,-81.2410682,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28220918,28220918,28220918,0,0,151,151,151,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Naples,FL,34108,2565,,,149,"190,000","$28,200,023 ",Collier,"Up to 24,999","Naples-Marco Island, FL",26.249176,-81.80301,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,2011,97,28200023,28200023,28200023,0,0,149,149,149,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Largo,FL,33770,3221,Manager,Male,148,"190,000","$28,126,660 ",Pinellas,"50,000 to 99,999",Tampa-St. Petersburg-Clearwate,27.915721,-82.798064,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28126660,28126660,28126660,0,0,148,148,148,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Largo,FL,33770,2618,Manager,Male,148,"190,000","$28,126,660 ",Pinellas,"50,000 to 99,999",Tampa-St. Petersburg-Clearwate,27.916019,-82.816237,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28126660,28126660,28126660,0,0,148,148,148,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Valrico,FL,33594,3603,,,148,"190,000","$28,126,660 ",Hillsborough,"25,000 to 49,999",Tampa-St. Petersburg-Clearwate,27.9366646,-82.2539394,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,2015,94,28126660,28126660,28126660,0,0,148,148,148,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie,Hialeah,FL,33015,6023,Manager,Male,140,"48,301","$28,060,956 ",Miami-Dade,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,25.937478,-80.297609,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,,100,28060956,49908415,49908415,-43.78,-43.78,140,249,249,-43.78,-43.78,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Miami,FL,33169,2909,Manager,Male,140,"190,000","$28,060,956 ",Miami-Dade,"250,000 to 499,999",Miami-Fort Lauderdale-Pompano ,25.95760541,-80.20545411,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28060956,28060956,28060956,0,0,140,140,140,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Davenport,FL,33896,8389,Manager,Unknown,150,"190,000","$28,034,025 ",Osceola,"Up to 24,999","Lakeland-Winter Haven, FL",28.2629612,-81.6192835,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Kissimmee,FL,34746,6565,Manager,Male,150,"190,000","$28,034,025 ",Osceola,"50,000 to 99,999","Orlando-Kissimmee-Sanford, FL",28.261926,-81.438246,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Sanford,FL,32771,9230,Manager,Male,150,"190,000","$28,034,025 ",Seminole,"50,000 to 99,999","Orlando-Kissimmee-Sanford, FL",28.812789,-81.35359,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Altamonte Springs,FL,32701,4604,Manager,Unknown,150,"190,000","$28,034,025 ",Seminole,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.663185,-81.373801,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Leesburg,FL,34748,9396,Manager,Female,150,"190,000","$28,034,025 ",Lake,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.748805,-81.878513,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Kissimmee,FL,34744,3993,Executive Officer,Female,150,"190,000","$28,034,025 ",Osceola,"50,000 to 99,999","Orlando-Kissimmee-Sanford, FL",28.3039133,-81.3481706,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,0,0,0,0,150,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32819,5112,Manager,Male,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.448995,-81.486672,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Winter Garden,FL,34787,4733,General Manager,Unknown,150,"190,000","$28,034,025 ",Orange,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.5175278,-81.6196401,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Eustis,FL,32726,6729,Manager,Unknown,150,"190,000","$28,034,025 ",Lake,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.8742663,-81.6893893,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32828,7362,Manager,Female,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.5141488,-81.1543977,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Clermont,FL,34711,5349,Office Manager,Male,150,"190,000","$28,034,025 ",Lake,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.50087,-81.716678,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32824,5526,Office Manager,Female,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.362076,-81.365776,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Longwood,FL,32779,3362,Manager,Female,150,"190,000","$28,034,025 ",Seminole,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.706578,-81.444172,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Maitland,FL,32751,5506,,,150,"190,000","$28,034,025 ",Orange,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.629019,-81.362329,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Eustis,FL,32726,6172,Manager,Male,150,"190,000","$28,034,025 ",Lake,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.82515019,-81.70191445,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Clermont,FL,34711,9020,Manager,Male,150,"190,000","$28,034,025 ",Lake,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.54956,-81.68125,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32812,2305,Manager,Unknown,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.48172,-81.329458,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32828,8732,Manager,Female,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.525514,-81.193282,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,2007,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32820,1910,Manager,Unknown,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.56237,-81.130924,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32814,6602,,,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.566679,-81.32716,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32809,6903,Manager,Female,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.45466,-81.398138,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Saint Cloud,FL,34771,7211,General Manager,Male,150,"190,000","$28,034,025 ",Osceola,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.2479228,-81.2431996,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32819,3127,,,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.4906872,-81.5106479,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Winter Park,FL,32789,4844,Manager,Male,150,"190,000","$28,034,025 ",Orange,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.591524,-81.366337,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,2011,97,28034025,27847131,27847131,0.67,0.67,150,149,149,0.67,0.67,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Longwood,FL,32779,4984,Manager,Unknown,150,"190,000","$28,034,025 ",Seminole,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.688024,-81.403992,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,94,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32812,2709,General Manager,Unknown,150,"190,000","$28,034,025 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.5214658,-81.3303262,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,2013,97,28034025,28034025,28034025,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Naples,FL,34116,4004,Manager,Female,148,"190,000","$28,010,761 ",Collier,"Up to 24,999","Naples-Marco Island, FL",26.2097309,-81.6887171,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,28010761,28010761,28010761,0,0,148,148,148,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Super Target,Lincoln,NE,68516,3005,Office Manager,Male,177,"345,000","$27,954,601 ",Lancaster,"250,000 to 499,999","Lincoln, NE",40.728143,-96.6655517,Department Stores,Branch,,No,5311001,Department Stores,452210,Department Stores,No,100 to 499,Public,No,"50,000 or more",www.target.com,No,,100,27954601,27954601,27954601,0,0,177,177,177,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Mastefoods USA,Columbia,SC,29209,5004,Executive Officer,Female,164,"72,000","$27,923,362 ",Richland,"100,000 to 249,999","Columbia, SC",33.942944,-80.928473,Pet Food & Supply Stores,Branch,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,25 to 99,Private,No,"10,000 to 49,999",www.mars.com,No,2015,94,27923362,28673990,28673990,-2.62,-2.62,164,164,164,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Mount Dora,FL,32757,6735,Manager,Male,149,"190,000","$27,847,131 ",Lake,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.8263087,-81.642194,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,27847131,27847131,27847131,0,0,149,149,149,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32801,1945,Manager,Unknown,149,"190,000","$27,847,131 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.5455147,-81.3754109,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,27847131,27847131,27847131,0,0,149,149,149,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Mount Dora,FL,32757,6736,Manager,Male,149,"190,000","$27,847,131 ",Lake,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.8227405,-81.642406,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27847131,0,0,0,0,149,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Front Royal,VA,22630,2145,Manager,Female,125,"61,209","$27,821,538 ",Warren,"Up to 24,999",Washington-Arlington-Alexandri,38.9089529,-78.183067,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,27821538,27821538,27821538,0,0,125,125,125,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
