Business Name,City,State,ZIP,ZIP 4,Key Executive,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,County Name,County Population,Metro Area,Latitude,Longitude,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,NAICS,NAICS Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Business Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,Franchise Type
Marc's,Elyria,OH,44035,2440,Manager,Male,165,"6,600","$27,818,290 ",Lorain,"50,000 to 99,999","Cleveland-Elyria, OH",41.39963,-82.111492,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.marcs.com,No,2011,97,27818290,27818290,27818290,0,0,165,165,165,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Marc's,Hartville,OH,44632,9088,,,165,"6,600","$27,777,321 ",Stark,"Up to 24,999","Canton-Massillon, OH",40.96779214,-81.34664263,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.marcs.com,No,2011,97,27777321,27777321,27777321,0,0,165,165,165,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Leesburg,FL,34788,7241,Manager,Male,148,"190,000","$27,660,238 ",Lake,"Up to 24,999","Orlando-Kissimmee-Sanford, FL",28.823004,-81.781345,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27660238,27660238,27660238,0,0,148,148,148,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32835,6346,Manager,Male,148,"190,000","$27,660,238 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.5151214,-81.4836877,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27660238,27660238,27660238,0,0,148,148,148,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Santa Rosa Beach,FL,32459,7354,Manager,Female,151,"190,000","$27,577,764 ",Walton,"Up to 24,999",Crestview-Fort Walton Beach-De,30.3283488,-86.1259999,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,27577764,27577764,27577764,0,0,151,151,151,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32257,1147,Manager,Female,150,"190,000","$27,486,810 ",Duval,"500,000 or more","Jacksonville, FL",30.17341,-81.60361,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32218,4896,Manager,Unknown,150,"190,000","$27,486,810 ",Duval,"500,000 or more","Jacksonville, FL",30.4283717,-81.6637458,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32208,5036,Manager,Male,150,"190,000","$27,486,810 ",Duval,"500,000 or more","Jacksonville, FL",30.371103,-81.665437,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32257,6209,Manager,Female,150,"190,000","$27,486,810 ",Duval,"500,000 or more","Jacksonville, FL",30.187182,-81.629696,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32246,8570,Manager,Male,150,"190,000","$27,486,810 ",Duval,"500,000 or more","Jacksonville, FL",30.264301,-81.526462,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orange Park,FL,32073,5065,Office Manager,Male,150,"190,000","$27,486,810 ",Clay,"Up to 24,999","Jacksonville, FL",30.163544,-81.748542,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fleming Island,FL,32003,8223,Manager,Male,150,"190,000","$27,486,810 ",Clay,"25,000 to 49,999","Jacksonville, FL",30.1040603,-81.7107176,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orange Park,FL,32065,3624,Manager,Male,150,"190,000","$27,486,810 ",Clay,"Up to 24,999","Jacksonville, FL",30.161506,-81.835987,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32277,2620,,,150,"190,000","$27,486,810 ",Duval,"500,000 or more","Jacksonville, FL",30.353068,-81.578646,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,27486810,0,0,0,0,150,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32222,2800,Office Manager,Male,150,"190,000","$27,486,810 ",Duval,"500,000 or more","Jacksonville, FL",30.193997,-81.8256324,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27486810,27486810,27486810,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Pet Edge,Beverly,MA,1915,6107,Chief Financial Officer,Male,250,,"$27,457,500 ",Essex,"25,000 to 49,999","Boston-Cambridge-Newton, MA-NH",42.559427,-70.885899,Animal Specialty Services (Except Veterinary),,,No,752001,Animal Specialty Services (Except Veterinary),115210,Support Activities for Animal Production,No,100 to 499,Private,No,"50,000 or more",www.petedge.com,No,1957,100,27457500,27457500,27457500,0,0,250,250,250,0,0,"$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
SmartPak Equine,Plymouth,MA,2360,7251,Owner,Female,250,"22,000","$27,457,500 ",Plymouth,"Up to 24,999","Boston-Cambridge-Newton, MA-NH",41.957258,-70.689808,Animal Specialty Services (Except Veterinary),Branch,,No,752001,Animal Specialty Services (Except Veterinary),115210,Support Activities for Animal Production,No,100 to 499,Public,No,"50,000 or more",www.smartpakequine.com,Yes,1999,100,27457500,27457500,27457500,0,0,250,250,250,0,0,"$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
Publix Super Market,Charleston,SC,29492,8024,Manager,Female,150,"190,000","$27,455,295 ",Berkeley,"100,000 to 249,999","Charleston-North Charleston, S",32.863263,-79.903674,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27455295,27455295,27455295,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Mount Pleasant,SC,29464,4574,Manager,Male,150,"190,000","$27,455,295 ",Charleston,"50,000 to 99,999","Charleston-North Charleston, S",32.79173,-79.854702,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27455295,27455295,27455295,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Summerville,SC,29483,5587,Manager,Male,150,"190,000","$27,455,295 ",Dorchester,"25,000 to 49,999","Charleston-North Charleston, S",33.01221094,-80.23695386,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27455295,27455295,27455295,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Mount Pleasant,SC,29464,3187,Manager,Male,150,"190,000","$27,455,295 ",Charleston,"50,000 to 99,999","Charleston-North Charleston, S",32.812896,-79.867153,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27455295,0,0,0,0,150,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Mount Pleasant,SC,29466,6974,Office Manager,Male,150,"190,000","$27,455,295 ",Charleston,"50,000 to 99,999","Charleston-North Charleston, S",32.8737521,-79.7794187,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27455295,27455295,27455295,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Miramar Beach,FL,32550,7873,Manager,Male,150,"190,000","$27,395,130 ",Walton,"Up to 24,999",Crestview-Fort Walton Beach-De,30.3796908,-86.3112939,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Stuart,FL,34994,2937,Manager,Female,150,"190,000","$27,395,130 ",Martin,"Up to 24,999","Port St. Lucie, FL",27.1911052,-80.2550331,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Stuart,FL,34997,6396,Manager,Female,150,"190,000","$27,395,130 ",Martin,"Up to 24,999","Port St. Lucie, FL",27.1255954,-80.2538724,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Crestview,FL,32536,8457,Manager,Male,150,"190,000","$27,395,130 ",Okaloosa,"Up to 24,999",Crestview-Fort Walton Beach-De,30.737814,-86.566315,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Walton Beach,FL,32548,4084,Manager,Female,150,"190,000","$27,395,130 ",Okaloosa,"Up to 24,999",Crestview-Fort Walton Beach-De,30.4266327,-86.6445254,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Stuart,FL,34997,7869,Manager,Unknown,150,"190,000","$27,395,130 ",Martin,"Up to 24,999","Port St. Lucie, FL",27.1334442,-80.2042522,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Port Saint Lucie,FL,34983,3444,Office Manager,Male,150,"190,000","$27,395,130 ",Saint Lucie,"100,000 to 249,999","Port St. Lucie, FL",27.35486,-80.357746,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Port Saint Lucie,FL,34952,1450,Manager,Male,150,"190,000","$27,395,130 ",Saint Lucie,"100,000 to 249,999","Port St. Lucie, FL",27.3289553,-80.3198196,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,27395130,27395130,27395130,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Newberry,FL,32669,2759,Manager,Female,150,"190,000","$27,363,615 ",Alachua,"Up to 24,999","Gainesville, FL",29.65543,-82.49482,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,27363615,27363615,27363615,0,0,150,150,150,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Super Stop & Shop,Little Neck,NY,11362,1248,Manager,Female,121,"61,000","$27,324,135 ",Queens,"Up to 24,999","New York-Newark-Jersey City, N",40.7673891,-73.7373395,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.stopandshop.com,No,,100,27324135,27324135,27324135,0,0,121,121,121,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
